station_id,datetime,pm25,temperature_c,humidity_pct,wind_speed_mps,hour,month,dayofweek,is_weekend,season,pm25_lag1,pm25_lag24,pm25_roll6,pm25_roll24,target_next_hour_pm25,pollution_risk
06-037-4004,2023-01-02 14:00:00,16.82,4.1,39.8,3.25,14,1,0,0,0,13.6,16.97,15.976666666666665,15.423333333333332,19.36,Moderate
06-037-4004,2023-01-02 15:00:00,19.36,7.9,31.0,2.3,15,1,0,0,0,16.82,16.62,16.541666666666668,15.5375,18.43,Moderate
06-037-4004,2023-01-02 16:00:00,18.43,5.8,46.3,2.1,16,1,0,0,0,19.36,20.53,16.685,15.450000000000001,13.9,Moderate
06-037-4004,2023-01-02 17:00:00,13.9,5.8,32.8,4.47,17,1,0,0,0,18.43,16.43,16.298333333333336,15.344583333333333,17.55,Moderate
06-037-4004,2023-01-02 18:00:00,17.55,4.2,33.2,4.01,18,1,0,0,0,13.9,17.87,16.610000000000003,15.331249999999999,19.62,Moderate
06-037-4004,2023-01-02 19:00:00,19.62,2.2,46.5,2.85,19,1,0,0,0,17.55,13.36,17.613333333333333,15.592083333333333,9.7,Moderate
06-037-4004,2023-01-02 20:00:00,9.7,5.0,36.5,3.41,20,1,0,0,0,19.62,14.53,16.426666666666666,15.390833333333333,12.48,Good
06-037-4004,2023-01-02 21:00:00,12.48,8.6,31.6,5.32,21,1,0,0,0,9.7,14.52,15.28,15.305833333333334,13.12,Moderate
06-037-4004,2023-01-02 22:00:00,13.12,5.4,48.7,3.39,22,1,0,0,0,12.48,15.18,14.395000000000001,15.22,12.13,Moderate
06-037-4004,2023-01-02 23:00:00,12.13,7.2,38.8,3.49,23,1,0,0,0,13.12,13.68,14.1,15.155416666666667,14.13,Moderate
06-037-4004,2023-01-03 00:00:00,14.13,7.5,48.1,5.79,0,1,1,0,0,12.13,11.68,13.530000000000001,15.2575,8.36,Moderate
06-037-4004,2023-01-03 01:00:00,8.36,6.1,37.4,5.11,1,1,1,0,0,14.13,11.68,11.653333333333334,15.119166666666667,9.89,Good
06-037-4004,2023-01-03 02:00:00,9.89,5.4,33.8,2.54,2,1,1,0,0,8.36,12.22,11.685,15.022083333333333,14.58,Good
06-037-4004,2023-01-03 03:00:00,14.58,3.0,40.4,5.11,3,1,1,0,0,9.89,13.15,12.034999999999998,15.081666666666665,9.24,Moderate
06-037-4004,2023-01-03 04:00:00,9.24,4.6,36.0,3.25,4,1,1,0,0,14.58,16.67,11.388333333333334,14.772083333333333,16.25,Good
06-037-4004,2023-01-03 05:00:00,16.25,4.3,44.0,1.92,5,1,1,0,0,9.24,16.91,12.075000000000001,14.744583333333333,16.12,Moderate
06-037-4004,2023-01-03 06:00:00,16.12,5.7,45.4,5.46,6,1,1,0,0,16.25,16.88,12.406666666666666,14.712916666666667,19.63,Moderate
06-037-4004,2023-01-03 07:00:00,19.63,2.2,46.7,2.44,7,1,1,0,0,16.12,20.53,14.285000000000002,14.675416666666665,17.33,Moderate
06-037-4004,2023-01-03 08:00:00,17.33,3.9,40.5,2.74,8,1,1,0,0,19.63,11.86,15.525,14.903333333333334,18.4,Moderate
06-037-4004,2023-01-03 09:00:00,18.4,5.8,48.9,2.93,9,1,1,0,0,17.33,15.97,16.161666666666665,15.004583333333334,14.67,Moderate
06-037-4004,2023-01-03 10:00:00,14.67,3.6,37.4,6.56,10,1,1,0,0,18.4,17.57,17.066666666666666,14.88375,16.86,Moderate
06-037-4004,2023-01-03 11:00:00,16.86,3.2,42.7,2.07,11,1,1,0,0,14.67,16.22,17.168333333333333,14.910416666666665,18.09,Moderate
06-037-4004,2023-01-03 12:00:00,18.09,3.4,41.3,2.6,12,1,1,0,0,16.86,15.68,17.496666666666666,15.010833333333332,15.65,Moderate
06-037-4004,2023-01-03 13:00:00,15.65,4.5,51.9,2.99,13,1,1,0,0,18.09,13.6,16.833333333333332,15.09625,18.14,Moderate
06-037-4004,2023-01-03 14:00:00,18.14,0.2,48.0,4.29,14,1,1,0,0,15.65,16.82,16.968333333333334,15.15125,14.26,Moderate
06-037-4004,2023-01-03 15:00:00,14.26,3.5,42.2,3.4,15,1,1,0,0,18.14,19.36,16.278333333333332,14.93875,17.17,Moderate
06-037-4004,2023-01-03 16:00:00,17.17,6.9,43.0,2.5,16,1,1,0,0,14.26,18.43,16.695,14.886249999999999,20.13,Moderate
06-037-4004,2023-01-03 17:00:00,20.13,5.6,49.7,4.44,17,1,1,0,0,17.17,13.9,17.24,15.145833333333334,13.86,Moderate
06-037-4004,2023-01-03 18:00:00,13.86,5.8,38.3,5.53,18,1,1,0,0,20.13,17.55,16.535,14.992083333333333,16.17,Moderate
06-037-4004,2023-01-03 19:00:00,16.17,1.3,31.8,1.07,19,1,1,0,0,13.86,19.62,16.621666666666666,14.848333333333334,9.46,Moderate
06-037-4004,2023-01-03 20:00:00,9.46,4.2,37.2,2.48,20,1,1,0,0,16.17,9.7,15.175000000000002,14.838333333333333,10.8,Good
06-037-4004,2023-01-03 21:00:00,10.8,4.8,39.9,4.27,21,1,1,0,0,9.46,12.48,14.598333333333334,14.768333333333333,14.16,Good
06-037-4004,2023-01-03 22:00:00,14.16,5.9,48.8,1.65,22,1,1,0,0,10.8,13.12,14.096666666666666,14.811666666666667,11.03,Moderate
06-037-4004,2023-01-03 23:00:00,11.03,7.2,47.2,3.27,23,1,1,0,0,14.16,12.13,12.58,14.765833333333333,13.86,Good
06-037-4004,2023-01-04 00:00:00,13.86,6.9,41.8,5.41,0,1,2,0,0,11.03,14.13,12.58,14.754583333333334,12.99,Moderate
06-037-4004,2023-01-04 01:00:00,12.99,3.8,44.3,4.43,1,1,2,0,0,13.86,8.36,12.050000000000002,14.9475,12.24,Moderate
06-037-4004,2023-01-04 02:00:00,12.24,3.9,38.5,4.28,2,1,2,0,0,12.99,9.89,12.513333333333334,15.045416666666666,10.31,Moderate
06-037-4004,2023-01-04 03:00:00,10.31,7.8,52.5,4.62,3,1,2,0,0,12.24,14.58,12.431666666666667,14.8675,15.21,Good
06-037-4004,2023-01-04 04:00:00,15.21,4.3,48.1,3.99,4,1,2,0,0,10.31,9.24,12.606666666666667,15.11625,14.98,Moderate
06-037-4004,2023-01-04 05:00:00,14.98,2.8,42.3,2.99,5,1,2,0,0,15.21,16.25,13.265,15.063333333333333,11.18,Moderate
06-037-4004,2023-01-04 06:00:00,11.18,4.6,41.6,4.95,6,1,2,0,0,14.98,16.12,12.818333333333333,14.8575,15.37,Good
06-037-4004,2023-01-04 07:00:00,15.37,7.7,45.5,2.79,7,1,2,0,0,11.18,19.63,13.215000000000002,14.68,11.58,Moderate
06-037-4004,2023-01-04 08:00:00,11.58,3.2,41.7,3.26,8,1,2,0,0,15.37,17.33,13.105000000000002,14.44041666666667,13.71,Good
06-037-4004,2023-01-04 09:00:00,13.71,4.1,32.9,1.02,9,1,2,0,0,11.58,18.4,13.671666666666667,14.245,16.81,Moderate
06-037-4004,2023-01-04 10:00:00,16.81,3.3,49.7,2.78,10,1,2,0,0,13.71,14.67,13.938333333333333,14.334166666666668,15.26,Moderate
06-037-4004,2023-01-04 11:00:00,15.26,6.9,47.9,3.62,11,1,2,0,0,16.81,16.86,13.985000000000001,14.2675,15.92,Moderate
06-037-4004,2023-01-04 12:00:00,15.92,5.6,43.9,3.54,12,1,2,0,0,15.26,18.09,14.775,14.177083333333334,20.53,Moderate
06-037-4004,2023-01-04 13:00:00,20.53,6.9,39.9,4.89,13,1,2,0,0,15.92,15.65,15.635,14.380416666666667,20.17,Moderate
06-037-4004,2023-01-04 14:00:00,20.17,8.1,42.1,2.84,14,1,2,0,0,20.53,18.14,17.066666666666666,14.465000000000002,15.38,Moderate
06-037-4004,2023-01-04 15:00:00,15.38,2.0,28.8,2.9,15,1,2,0,0,20.17,14.26,17.345000000000002,14.511666666666665,18.48,Moderate
06-037-4004,2023-01-04 16:00:00,18.48,3.5,36.5,2.69,16,1,2,0,0,15.38,17.17,17.623333333333335,14.566250000000002,18.81,Moderate
06-037-4004,2023-01-04 17:00:00,18.81,4.1,50.8,3.86,17,1,2,0,0,18.48,20.13,18.215,14.511250000000002,18.55,Moderate
06-037-4004,2023-01-04 18:00:00,18.55,5.1,44.6,5.82,18,1,2,0,0,18.81,13.86,18.653333333333336,14.706666666666669,16.97,Moderate
06-037-4004,2023-01-04 19:00:00,16.97,6.0,32.3,0.03,19,1,2,0,0,18.55,16.17,18.060000000000002,14.74,16.25,Moderate
06-037-4004,2023-01-04 20:00:00,16.25,4.0,37.9,2.77,20,1,2,0,0,16.97,9.46,17.406666666666666,15.022916666666667,14.8,Moderate
06-037-4004,2023-01-04 21:00:00,14.8,3.6,32.4,2.97,21,1,2,0,0,16.25,10.8,17.31,15.189583333333333,9.37,Moderate
06-037-4004,2023-01-04 22:00:00,9.37,6.9,38.1,0.3,22,1,2,0,0,14.8,14.16,15.791666666666664,14.99,11.63,Good
06-037-4004,2023-01-04 23:00:00,11.63,6.1,41.2,3.31,23,1,2,0,0,9.37,11.03,14.595,15.015,10.62,Good
06-037-4004,2023-01-05 00:00:00,10.62,5.6,50.0,2.97,0,1,3,0,0,11.63,13.86,13.273333333333333,14.88,14.98,Good
06-037-4004,2023-01-05 01:00:00,14.98,0.7,45.9,2.84,1,1,3,0,0,10.62,12.99,12.941666666666668,14.962916666666665,10.95,Moderate
06-037-4004,2023-01-05 02:00:00,10.95,7.4,40.5,1.84,2,1,3,0,0,14.98,12.24,12.058333333333332,14.90916666666667,11.0,Good
06-037-4004,2023-01-05 03:00:00,11.0,5.4,40.7,3.37,3,1,3,0,0,10.95,10.31,11.424999999999999,14.937916666666668,16.07,Good
06-037-4004,2023-01-05 04:00:00,16.07,4.7,38.0,1.75,4,1,3,0,0,11.0,15.21,12.541666666666666,14.97375,14.87,Moderate
06-037-4004,2023-01-05 05:00:00,14.87,3.4,47.5,2.24,5,1,3,0,0,16.07,14.98,13.081666666666669,14.969166666666666,20.28,Moderate
06-037-4004,2023-01-05 06:00:00,20.28,3.7,48.1,3.2,6,1,3,0,0,14.87,11.18,14.691666666666668,15.348333333333334,15.62,Moderate
06-037-4004,2023-01-05 07:00:00,15.62,3.2,35.3,5.03,7,1,3,0,0,20.28,15.37,14.798333333333332,15.35875,17.2,Moderate
06-037-4004,2023-01-05 08:00:00,17.2,1.0,33.4,4.12,8,1,3,0,0,15.62,11.58,15.840000000000002,15.592916666666666,19.93,Moderate
06-037-4004,2023-01-05 09:00:00,19.93,3.4,40.4,4.42,9,1,3,0,0,17.2,13.71,17.328333333333333,15.852083333333333,14.4,Moderate
06-037-4004,2023-01-05 10:00:00,14.4,1.8,41.0,6.44,10,1,3,0,0,19.93,16.81,17.05,15.751666666666667,20.53,Moderate
06-037-4004,2023-01-05 11:00:00,20.53,4.9,43.3,4.16,11,1,3,0,0,14.4,15.26,17.993333333333332,15.97125,14.98,Moderate
06-037-4004,2023-01-05 12:00:00,14.98,2.7,33.6,1.93,12,1,3,0,0,20.53,15.92,17.110000000000003,15.932083333333333,19.42,Moderate
06-037-4004,2023-01-05 13:00:00,19.42,6.5,38.4,2.66,13,1,3,0,0,14.98,20.53,17.743333333333336,15.885833333333332,12.99,Moderate
06-037-4004,2023-01-05 14:00:00,12.99,1.7,41.6,2.21,14,1,3,0,0,19.42,20.17,17.041666666666668,15.586666666666666,17.23,Moderate
06-037-4004,2023-01-05 15:00:00,17.23,7.4,38.1,3.3,15,1,3,0,0,12.99,15.38,16.591666666666665,15.66375,13.08,Moderate
06-037-4004,2023-01-05 16:00:00,13.08,6.7,46.3,2.88,16,1,3,0,0,17.23,18.48,16.371666666666666,15.438749999999999,20.53,Moderate
06-037-4004,2023-01-05 17:00:00,20.53,2.9,51.4,2.09,17,1,3,0,0,13.08,18.81,16.371666666666666,15.510416666666666,14.32,Moderate
06-037-4004,2023-01-05 18:00:00,14.32,4.8,39.3,4.89,18,1,3,0,0,20.53,18.55,16.261666666666667,15.334166666666668,14.15,Moderate
06-037-4004,2023-01-05 19:00:00,14.15,3.3,46.5,4.99,19,1,3,0,0,14.32,16.97,15.383333333333333,15.216666666666667,15.874,Moderate
06-037-4004,2023-01-05 20:00:00,15.874,6.2,40.2,3.77,20,1,3,0,0,14.15,16.25,15.863999999999999,15.201,11.38,Moderate
06-037-4004,2023-01-05 21:00:00,11.38,8.6,37.4,2.0,21,1,3,0,0,15.874,14.8,14.889000000000001,15.0585,14.15,Good
06-037-4004,2023-01-05 22:00:00,14.15,7.4,38.4,3.68,22,1,3,0,0,11.38,9.37,15.067333333333332,15.257666666666665,10.32,Moderate
06-037-4004,2023-01-05 23:00:00,10.32,3.6,45.9,2.58,23,1,3,0,0,14.15,11.63,13.365666666666668,15.203083333333334,10.03,Good
06-037-4004,2023-01-06 00:00:00,10.03,5.2,38.8,5.43,0,1,4,0,0,10.32,10.62,12.650666666666666,15.1785,12.03,Good
06-037-4004,2023-01-06 01:00:00,12.03,8.0,39.8,1.71,1,1,4,0,0,10.03,14.98,12.297333333333334,15.055583333333333,9.36,Moderate
06-037-4004,2023-01-06 02:00:00,9.36,6.0,36.3,4.49,2,1,4,0,0,12.03,10.95,11.211666666666666,14.989333333333333,13.87,Good
06-037-4004,2023-01-06 03:00:00,13.87,7.0,45.2,4.45,3,1,4,0,0,9.36,11.0,11.626666666666665,15.108916666666666,15.69,Moderate
06-037-4004,2023-01-06 04:00:00,15.69,6.3,44.3,4.84,4,1,4,0,0,13.87,16.07,11.883333333333333,15.093083333333333,15.61,Moderate
06-037-4004,2023-01-06 05:00:00,15.61,5.2,49.3,3.79,5,1,4,0,0,15.69,14.87,12.765,15.123916666666666,16.61,Moderate
06-037-4004,2023-01-06 06:00:00,16.61,4.9,45.0,3.0,6,1,4,0,0,15.61,20.28,13.861666666666665,14.971000000000002,12.96,Moderate
06-037-4004,2023-01-06 07:00:00,12.96,2.6,44.1,7.09,7,1,4,0,0,16.61,15.62,14.016666666666666,14.860166666666666,17.35,Moderate
06-037-4004,2023-01-06 08:00:00,17.35,3.5,44.9,2.18,8,1,4,0,0,12.96,17.2,15.348333333333334,14.866416666666668,16.55,Moderate
06-037-4004,2023-01-06 09:00:00,16.55,3.2,40.7,4.58,9,1,4,0,0,17.35,19.93,15.795000000000002,14.725583333333333,20.53,Moderate
06-037-4004,2023-01-06 10:00:00,20.53,4.3,42.6,3.53,10,1,4,0,0,16.55,14.4,16.60166666666667,14.981,16.44,Moderate
06-037-4004,2023-01-06 11:00:00,16.44,5.2,46.7,4.01,11,1,4,0,0,20.53,20.53,16.74,14.810583333333334,12.25,Moderate
06-037-4004,2023-01-06 12:00:00,12.25,4.8,37.9,4.01,12,1,4,0,0,16.44,14.98,16.013333333333335,14.696833333333332,15.39,Moderate
06-037-4004,2023-01-06 13:00:00,15.39,5.4,50.5,1.88,13,1,4,0,0,12.25,19.42,16.418333333333333,14.528916666666667,15.95,Moderate
06-037-4004,2023-01-06 14:00:00,15.95,6.3,45.2,1.49,14,1,4,0,0,15.39,12.99,16.185,14.65225,11.73,Moderate
06-037-4004,2023-01-06 15:00:00,11.73,4.2,52.1,1.58,15,1,4,0,0,15.95,17.23,15.381666666666666,14.423083333333333,18.92,Good
06-037-4004,2023-01-06 16:00:00,18.92,6.5,36.1,2.83,16,1,4,0,0,11.73,13.08,15.113333333333335,14.666416666666668,11.85,Moderate
06-037-4004,2023-01-06 17:00:00,11.85,7.3,36.1,3.87,17,1,4,0,0,18.92,20.53,14.348333333333334,14.304749999999999,18.12,Good
06-037-4004,2023-01-06 18:00:00,18.12,5.8,43.9,2.47,18,1,4,0,0,11.85,14.32,15.326666666666668,14.463083333333332,13.49,Moderate
06-037-4004,2023-01-06 19:00:00,13.49,3.9,42.6,1.35,19,1,4,0,0,18.12,14.15,15.01,14.435583333333334,17.27,Moderate
06-037-4004,2023-01-06 20:00:00,17.27,6.9,39.7,4.88,20,1,4,0,0,13.49,15.874,15.229999999999999,14.49375,12.19,Moderate
06-037-4004,2023-01-06 21:00:00,12.19,6.0,35.7,1.19,21,1,4,0,0,17.27,11.38,15.306666666666667,14.527500000000002,11.2,Moderate
06-037-4004,2023-01-06 22:00:00,11.2,6.2,40.7,4.22,22,1,4,0,0,12.19,14.15,14.019999999999998,14.404583333333335,13.42,Good
06-037-4004,2023-01-06 23:00:00,13.42,8.1,43.1,2.37,23,1,4,0,0,11.2,10.32,14.281666666666666,14.533749999999998,9.48,Moderate
06-037-4004,2023-01-07 00:00:00,9.48,6.4,35.5,5.33,0,1,5,1,0,13.42,10.03,12.841666666666663,14.510833333333332,13.54,Good
06-037-4004,2023-01-07 01:00:00,13.54,8.1,40.0,2.71,1,1,5,1,0,9.48,12.03,12.85,14.573750000000002,11.2,Moderate
06-037-4004,2023-01-07 02:00:00,11.2,4.7,43.9,0.86,2,1,5,1,0,13.54,9.36,11.838333333333333,14.650416666666667,11.39,Good
06-037-4004,2023-01-07 03:00:00,11.39,4.1,45.9,3.44,3,1,5,1,0,11.2,13.87,11.705,14.547083333333333,13.28,Good
06-037-4004,2023-01-07 04:00:00,13.28,7.3,40.6,2.24,4,1,5,1,0,11.39,15.69,12.051666666666668,14.446666666666667,11.5,Moderate
06-037-4004,2023-01-07 05:00:00,11.5,3.0,38.0,4.72,5,1,5,1,0,13.28,15.61,11.731666666666667,14.275416666666667,14.52,Good
06-037-4004,2023-01-07 06:00:00,14.52,8.8,42.6,3.99,6,1,5,1,0,11.5,16.61,12.571666666666665,14.188333333333333,18.63,Moderate
06-037-4004,2023-01-07 07:00:00,18.63,7.6,41.0,2.56,7,1,5,1,0,14.52,12.96,13.42,14.424583333333333,12.73,Moderate
06-037-4004,2023-01-07 08:00:00,12.73,5.2,34.7,2.0,8,1,5,1,0,18.63,17.35,13.674999999999999,14.232083333333334,19.85,Moderate
06-037-4004,2023-01-07 09:00:00,19.85,7.4,39.8,1.85,9,1,5,1,0,12.73,16.55,15.084999999999999,14.369583333333333,15.445999999999998,Moderate
06-037-4004,2023-01-07 10:00:00,15.445999999999998,6.3,39.1,2.62,10,1,5,1,0,19.85,20.53,15.445999999999998,14.15775,13.26,Moderate
06-037-4004,2023-01-07 11:00:00,13.26,2.4,42.1,5.55,11,1,5,1,0,15.445999999999998,16.44,15.739333333333333,14.02525,12.97,Moderate
06-037-4004,2023-01-07 12:00:00,12.97,3.4,38.3,3.28,12,1,5,1,0,13.26,12.25,15.481,14.055250000000001,20.0,Moderate
06-037-4004,2023-01-07 13:00:00,20.0,5.6,39.3,4.92,13,1,5,1,0,12.97,15.39,15.709333333333333,14.247333333333335,19.51,Moderate
06-037-4004,2023-01-07 14:00:00,19.51,5.3,41.1,1.28,14,1,5,1,0,20.0,15.95,16.839333333333332,14.395666666666669,18.68,Moderate
06-037-4004,2023-01-07 15:00:00,18.68,7.6,45.2,0.62,15,1,5,1,0,19.51,11.73,16.644333333333332,14.685250000000002,12.93,Moderate
06-037-4004,2023-01-07 16:00:00,12.93,5.6,42.5,2.08,16,1,5,1,0,18.68,18.92,16.225,14.435666666666664,20.35,Moderate
06-037-4004,2023-01-07 17:00:00,20.35,2.5,55.3,4.49,17,1,5,1,0,12.93,11.85,17.406666666666666,14.789833333333334,15.11,Moderate
06-037-4004,2023-01-07 18:00:00,15.11,3.9,35.7,3.07,18,1,5,1,0,20.35,18.12,17.763333333333332,14.664416666666668,16.82,Moderate
06-037-4004,2023-01-07 19:00:00,16.82,6.5,46.6,4.83,19,1,5,1,0,15.11,13.49,17.233333333333334,14.803166666666668,14.13,Moderate
06-037-4004,2023-01-07 20:00:00,14.13,1.4,41.6,5.4,20,1,5,1,0,16.82,17.27,16.336666666666666,14.672333333333333,16.86,Moderate
06-037-4004,2023-01-07 21:00:00,16.86,2.2,35.0,2.06,21,1,5,1,0,14.13,12.19,16.033333333333335,14.866916666666667,12.71,Moderate
06-037-4004,2023-01-07 22:00:00,12.71,4.3,40.1,4.75,22,1,5,1,0,16.86,11.2,15.996666666666664,14.929833333333333,13.14,Moderate
06-037-4004,2023-01-07 23:00:00,13.14,6.9,34.4,5.58,23,1,5,1,0,12.71,13.42,14.795000000000002,14.918166666666666,11.81,Moderate
06-037-4004,2023-01-08 00:00:00,11.81,4.6,42.4,5.05,0,1,6,1,0,13.14,9.48,14.245,15.01525,9.11,Good
06-037-4004,2023-01-08 01:00:00,9.11,5.9,40.5,1.11,1,1,6,1,0,11.81,13.54,12.959999999999999,14.830666666666666,6.61,Good
06-037-4004,2023-01-08 02:00:00,6.61,5.0,38.6,0.72,2,1,6,1,0,9.11,11.2,11.706666666666665,14.639416666666667,12.96,Good
06-037-4004,2023-01-08 03:00:00,12.96,4.7,36.7,2.83,3,1,6,1,0,6.61,11.39,11.056666666666667,14.704833333333333,9.97,Moderate
06-037-4004,2023-01-08 04:00:00,9.97,3.7,47.1,2.88,4,1,6,1,0,12.96,13.28,10.6,14.566916666666666,15.1,Good
06-037-4004,2023-01-08 05:00:00,15.1,6.7,41.2,4.76,5,1,6,1,0,9.97,11.5,10.926666666666668,14.716916666666664,15.37,Moderate
06-037-4004,2023-01-08 06:00:00,15.37,2.5,43.1,2.05,6,1,6,1,0,15.1,14.52,11.520000000000001,14.752333333333333,18.09,Moderate
06-037-4004,2023-01-08 07:00:00,18.09,4.5,42.9,4.12,7,1,6,1,0,15.37,18.63,13.016666666666666,14.729833333333334,15.87,Moderate
06-037-4004,2023-01-08 08:00:00,15.87,7.3,42.5,1.88,8,1,6,1,0,18.09,12.73,14.56,14.860666666666667,19.71,Moderate
06-037-4004,2023-01-08 09:00:00,19.71,3.5,40.4,4.02,9,1,6,1,0,15.87,19.85,15.685000000000002,14.854833333333334,18.79,Moderate
06-037-4004,2023-01-08 10:00:00,18.79,1.9,49.6,2.81,10,1,6,1,0,19.71,15.445999999999998,17.154999999999998,14.994166666666667,14.94,Moderate
06-037-4004,2023-01-08 11:00:00,14.94,0.8,53.2,4.04,11,1,6,1,0,18.79,13.26,17.128333333333334,15.064166666666667,20.53,Moderate
06-037-4004,2023-01-08 12:00:00,20.53,6.3,49.2,2.95,12,1,6,1,0,14.94,12.97,17.988333333333333,15.379166666666668,17.37,Moderate
06-037-4004,2023-01-08 13:00:00,17.37,6.5,42.1,0.19,13,1,6,1,0,20.53,20.0,17.868333333333336,15.269583333333335,14.26,Moderate
06-037-4004,2023-01-08 14:00:00,14.26,4.3,41.8,4.26,14,1,6,1,0,17.37,19.51,17.599999999999998,15.050833333333332,15.23,Moderate
06-037-4004,2023-01-08 15:00:00,15.23,2.5,47.5,5.26,15,1,6,1,0,14.26,18.68,16.85333333333333,14.907083333333333,12.73,Moderate
06-037-4004,2023-01-08 16:00:00,12.73,4.7,38.2,2.25,16,1,6,1,0,15.23,12.93,15.843333333333334,14.898750000000001,19.18,Moderate
06-037-4004,2023-01-08 17:00:00,19.18,7.4,50.6,4.71,17,1,6,1,0,12.73,20.35,16.55,14.85,19.7,Moderate
06-037-4004,2023-01-08 18:00:00,19.7,2.5,46.0,2.58,18,1,6,1,0,19.18,15.11,16.411666666666665,15.04125,18.07,Moderate
06-037-4004,2023-01-08 19:00:00,18.07,7.1,40.6,1.48,19,1,6,1,0,19.7,16.82,16.528333333333332,15.093333333333334,14.88,Moderate
06-037-4004,2023-01-08 20:00:00,14.88,1.6,43.4,2.58,20,1,6,1,0,18.07,14.13,16.631666666666668,15.124583333333334,16.0,Moderate
06-037-4004,2023-01-08 21:00:00,16.0,2.7,45.1,3.22,21,1,6,1,0,14.88,16.86,16.76,15.08875,11.8,Moderate
06-037-4004,2023-01-08 22:00:00,11.8,5.2,39.9,1.52,22,1,6,1,0,16.0,12.71,16.605,15.050833333333335,13.16,Good
06-037-4004,2023-01-08 23:00:00,13.16,6.9,47.2,5.52,23,1,6,1,0,11.8,13.14,15.601666666666665,15.051666666666668,9.97,Moderate
06-037-4004,2023-01-09 00:00:00,9.97,7.9,48.4,1.2,0,1,0,0,0,13.16,11.81,13.980000000000002,14.975000000000001,11.72,Good
06-037-4004,2023-01-09 01:00:00,11.72,7.0,40.7,2.69,1,1,0,0,0,9.97,9.11,12.921666666666667,15.08375,13.53,Good
06-037-4004,2023-01-09 02:00:00,13.53,8.1,39.6,2.12,2,1,0,0,0,11.72,6.61,12.696666666666667,15.372083333333334,5.18,Moderate
06-037-4004,2023-01-09 03:00:00,5.18,5.4,41.5,5.53,3,1,0,0,0,13.53,12.96,10.893333333333333,15.047916666666667,11.95,Good
06-037-4004,2023-01-09 04:00:00,11.95,3.8,36.2,1.24,4,1,0,0,0,5.18,9.97,10.918333333333335,15.130416666666667,14.64,Good
06-037-4004,2023-01-09 05:00:00,14.64,7.4,33.7,4.74,5,1,0,0,0,11.95,15.1,11.165,15.11125,14.81,Moderate
06-037-4004,2023-01-09 06:00:00,14.81,7.7,39.8,3.8,6,1,0,0,0,14.64,15.37,11.971666666666666,15.087916666666667,16.65,Moderate
06-037-4004,2023-01-09 07:00:00,16.65,6.9,37.2,1.63,7,1,0,0,0,14.81,18.09,12.793333333333335,15.027916666666664,19.97,Moderate
06-037-4004,2023-01-09 08:00:00,19.97,6.2,50.9,2.97,8,1,0,0,0,16.65,15.87,13.866666666666667,15.198749999999999,15.35,Moderate
06-037-4004,2023-01-09 09:00:00,15.35,7.8,39.7,3.23,9,1,0,0,0,19.97,19.71,15.561666666666666,15.017083333333334,14.54,Moderate
06-037-4004,2023-01-09 10:00:00,14.54,5.7,44.3,4.38,10,1,0,0,0,15.35,18.79,15.993333333333334,14.839999999999998,20.53,Moderate
06-037-4004,2023-01-09 11:00:00,20.53,5.0,38.9,2.53,11,1,0,0,0,14.54,14.94,16.974999999999998,15.072916666666666,20.53,Moderate
06-037-4004,2023-01-09 12:00:00,20.53,6.5,50.9,4.45,12,1,0,0,0,20.53,20.53,17.92833333333333,15.072916666666666,16.4,Moderate
06-037-4004,2023-01-09 13:00:00,16.4,6.0,41.0,3.57,13,1,0,0,0,20.53,17.37,17.886666666666667,15.0325,17.43,Moderate
06-037-4004,2023-01-09 14:00:00,17.43,6.8,35.8,4.18,14,1,0,0,0,16.4,14.26,17.463333333333335,15.164583333333335,19.24,Moderate
06-037-4004,2023-01-09 15:00:00,19.24,4.7,45.4,2.18,15,1,0,0,0,17.43,15.23,18.111666666666668,15.331666666666665,16.61,Moderate
06-037-4004,2023-01-09 16:00:00,16.61,6.8,43.3,3.14,16,1,0,0,0,19.24,12.73,18.456666666666667,15.493333333333332,17.1,Moderate
06-037-4004,2023-01-09 17:00:00,17.1,6.7,48.0,3.67,17,1,0,0,0,16.61,19.18,17.885,15.406666666666666,18.19,Moderate
06-037-4004,2023-01-09 18:00:00,18.19,5.4,41.2,3.62,18,1,0,0,0,17.1,19.7,17.495,15.34375,17.714,Moderate
06-037-4004,2023-01-09 19:00:00,17.714,3.5,42.5,3.44,19,1,0,0,0,18.19,18.07,17.714,15.328916666666666,14.79,Moderate
06-037-4004,2023-01-09 20:00:00,14.79,7.5,34.5,6.64,20,1,0,0,0,17.714,14.88,17.273999999999997,15.325166666666666,10.47,Moderate
06-037-4004,2023-01-09 21:00:00,10.47,2.6,46.2,4.36,21,1,0,0,0,14.79,16.0,15.812333333333333,15.09475,13.39,Good
06-037-4004,2023-01-09 22:00:00,13.39,3.1,42.3,4.59,22,1,0,0,0,10.47,11.8,15.275666666666666,15.161,11.92,Moderate
06-037-4004,2023-01-09 23:00:00,11.92,5.3,41.4,3.87,23,1,0,0,0,13.39,13.16,14.412333333333335,15.109333333333334,11.1,Good
06-037-4004,2023-01-10 00:00:00,11.1,-0.0,40.9,4.3,0,1,1,0,0,11.92,9.97,13.230666666666664,15.156416666666665,8.99,Good
06-037-4004,2023-01-10 01:00:00,8.99,8.1,40.6,3.8,1,1,1,0,0,11.1,11.72,11.776666666666666,15.042666666666667,12.73,Good
